Program,Round,Project Number,Project Title,Project Description,Field of Research (FOR) - Level 1 Division Code,FOR - Level 1 Division Title,FOR - Level 2 Group Code,FOR - Level 2 Group Title,FOR - Level 3 Class Code,FOR - Level 3 Class Title,FOR - Level 4 Sub-Class Code,FOR - Level 4 Sub-Class Title,Lead Research Institution,Institution Type,City,Approval Date,Fiscal Year,Ontario Commitment,Total Project Costs,Salutation,First Name,Middle Name,Last Name,Expenditure Type,Language,Keywords,population,per_capita_funding
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-219,Advancing the next generation of artificial leaves for carbon dioxide reduction,"To address rising CO2 emissions and the need for clean energy, researchers have developed artificial leaves that mimic the ability of natural leaves to capture CO2 and convert it into usable energy (sugars for plants). Unlike natural leaves, however, artificial leaves transform CO2 into sustainable fuels and chemicals that people can use to power homes, workplaces, and industries. Although this groundbreaking technology is full of potential, at this early stage of development, barriers preventing the widescale industrial adoption of this technology include: 1) low conversion efficiency and high energy consumption required for CO2 recovery, and 2) real flue gas conversion has not been demonstrated in the lab. The proposed research will leverage Dr. Wu’s experience and collaborations to conduct in situ multimodal characterization to refine strain-engineered catalysts for flue gas conversion and integrated reactive carbon capture to improve conversion efficiency. This research will advance the technology of artificial leaves using mechanical energy and solid electrolytes in a novel flow reactor to improve the energy efficiency of CO2 conversion. This novel technology has the potential to mitigate climate change through the reduction of CO2 emissions, and provide Ontario with clean renewable energy and a large-scale energy storage strategy.",RDF20-21,Engineering and technology,RDF206,Materials Engineering and Resource Engineering,RDF20601,Materials engineering,RDF2060116,"Electrical, optical, catalytic, and magnetic properties of thin layers",University of Waterloo,University,Waterloo,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Prof.,Yimin,null,Wu,Operating,English,"CO2 reduction, high entropy alloy, electrocatalysis, reactive carbon capture, flow reactor, machine learning, clean energy, catalyst, energy materials",699402,0.200171003
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-220,Advanced Real-Time Visual Inspection for Lifeline Infrastructure,"Canada's lifeline infrastructure, including bridges, pipelines, and towers, constructed during the mid-20th century, is now approaching or has already reached the end of its design life. This research addresses these aging infrastructure challenges by developing an innovative vision-based inspection system using robotics and artificial intelligence (AI). Focusing on telecommunication towers as proof of concept, the project aims to create a scalable and practical solution to address the pressing need for improved infrastructure maintenance and safety. The proposed system employs a collaborative path planning algorithm for multiple drones to ensure efficient image capture, which is then used to generate detailed 3D models through Novel View Synthesis technology. This allows on-site inspectors to virtually explore structures and rapidly identify areas of concern. By incorporating AI-powered image recognition and anomaly detection, the system can automatically identify changes or irregularities in structures over time, streamlining the inspection process and enabling more effective management of Canada's infrastructure. For Ontario, which faces the highest infrastructure replacement costs among provinces, this innovation could yield significant benefits, including substantial cost savings, enhanced public safety, and more efficient management of critical infrastructure, potentially extending their lifespan.",RDF20-21,Engineering and technology,RDF201,"Civil engineering, maritime engineering, transport engineering, and mining engineering",RDF20101,Civil engineering,RDF2010199,"Civil engineering, n.e.c.",University of Waterloo,University,Waterloo,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Prof.,Chul Min,null,Yeum,Operating,English,"Structure Inspection, Smart Structure, Computer Vision, Robotic Inspection, Anomaly Detection, Human-machine Interaction, Real-time Processing",699402,0.200171003
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-221,Heritage beyond the White City: Reclaiming Heritage as Community Stewardship,"Heritage preservation continues to disproportionately negatively impact racialized and working-class neighbourhoods because traditional heritage practices focus on architectural integrity, aesthetic unity and social order (the virtues of Daniel Burnham’s White City) and ignore community expertise and citizen participation (whose heritage). This results in heritage practices perpetuating socioeconomic divides, reinforcing the exclusion and displacement of the communities they are meant to serve. To better serve all communities, heritage practices must address those historically underserved. Starting from Toronto’s Chinatown West (pilot site), the research will develop new digital tools and platforms to expand heritage practices to include and mobilize existing legacy and strategies of community organizing, community ownership, and community stewardship. Specifically, we will build a collaborative and community-controlled digital platform to facilitate citizen participation and empower residents to actively steward their heritage. In collaboration with the Toronto Chinatown Land Trust (TCLT), the initiative will leverage local knowledge and develop new tools and methodologies to expand heritage practices for social justice. 

The research will benefit Ontario by demonstrating how inclusive, community-driven approaches can lead to sustainable heritage preservation and community asset management. This project will serve as a model for other underserved neighbourhoods, promoting equitable and resilient urban futures across the province.",RDF60,Humanities and the arts,RDF604,"Arts (arts, history of arts, performing arts, music), architecture and design",RDF60402,Architecture,null,null,University of Waterloo,University,Waterloo,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Prof.,Linda,null,Zhang,Operating,English,"architectural heritage, community heritage, community memory, community land trust, community ownership, co-design, participatory action research, digital art, imagination, techno-orientalism",699402,0.200171003
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-222,Coding with AI: Enhancing Software Development through Visual Interfaces,"The advent of generative artificial intelligence (GenAI) and large language models (LLMs) has initiated a paradigm shift in how people write, reuse, and debug code in software development and related industries. Despite many benefits due to automated code generation, there exist numerous challenges that we must address when integrating LLMs into current software development workflows, such as misalignment between developers’ intents and generated code, insufficient support for managing conversations with AI, obstacles in collaborative programming tasks, and difficulty in understanding and integrating code created by AI. These challenges all boil down to the significant gap between humans and AI, which is yet to be addressed with robust visual interfaces. This research aims to innovate more holistic, smooth, and versatile LLM-powered programming environments by leveraging novel human-in-the-loop interactive visualization techniques. It will approach the goal by augmenting four key aspects in developers’ workflows—preparation, execution, cooperation, and dissemination—with the power of interactive visualization that offers effective sense-making and direct manipulation of abstract concepts, models, and data. The outcomes of this research will impact Ontario’s billion-dollar software and computer service industries with cutting-edge scientific achievement and the recruitment, retention, and training of talents.",RDF10,Natural Sciences,RDF102,Computer and information sciences,RDF10205,Human-centered computing,RDF1020501,Human computer interaction,University of Waterloo,University,Waterloo,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Dr.,Jian,null,Zhao,Operating,English,"information visualization, human-computer interaction, human-AI interaction, programming support, large language models, sense-making, externalization, direct manipulation, collaboration, computational narrative",699402,0.200171003
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-229,"The Road Less Traveled: Exploring the Intersection of Driving, Cannabis, and the Experiences of Racialized Youth in Ontario","For the last 30 years, motor vehicle collisions, most of which involve alcohol and/or drugs, have been the leading cause of death for Canadians between the ages of 15 to 24. More youth than ever before are driving under the influence of cannabis (DUIC), more so than alcohol. Decades of educational and prevention strategies have contributed to reductions in alcohol-impaired driving, yet DUIC is on the rise. This risk is further compounded for racialized Canadian youth, who have historically experienced unequal police surveillance and drug enforcement and whose voices have been dramatically underrepresented in cannabis related research. Therefore, DUIC interventions risk overlooking the experiences of racialized youth and further perpetuating stigmatizing and colonizing views of risk and behavior change. With the guidance of our youth collaborative board, this research will expand my current CIHR funded study (2023-2026) investigating youth’s (ages 14 to 24) DUIC risk profiles, by focusing on the individual and social DUIC determinants of racialized Ontario youth. My findings will inform future collaborative youth-led DUIC interventions that foreground the voices of racialized youth. Understanding what influences youth DUIC will enable us to stop it. The voices of racialized youth are needed, and their silencing through underrepresentation must end.",RDF30,"Medical, health and life sciences",RDF303,Health Sciences,RDF30302,Public and Population Health,RDF3030203,"Environmental, developmental, and social factors of youth health",Western University,University,London,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Dr.,Liliana,null,Alvarez,Operating,English,"Racialized youth, youth health, driving, cannabis, driving under the influence, social identities, social determinants of health",626875,0.22333001
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-236,Pathway-specific kinase substrates in plant immunity & development,"Plants must sense and respond to their environment to survive. Receptor kinases (RKs) are the primary sensors at the plant cell surface, where they perceive extracellular stimuli and activate intracellular signal transduction pathways to trigger appropriate cellular/physiological responses, thereby controlling essentially all aspects of plant life. Many RKs and their ligands have been identified that regulate growth, development, reproduction, immunity, and abiotic stress responses; however, the intracellular signalling mechanisms downstream of most RKs remain unknown, representing a critical knowledge gap and hindering the development of improved traits in crops. The DeFalco lab is using a multidisciplinary approach to study how RKs trigger specific responses to extracellular stimuli. We are particularly focused on the cytosolic protein kinases that associate with RK complexes to activate pathway-specific signalling via phosphorylation and regulation of substrate proteins. This proposal aims to characterize signalling networks that mediate pathway-specific responses downstream of RKs, as well as apply this knowledge to engineering novel signaling circuits in plants. By elucidating the molecular mechanisms of RK/RLCK signaling pathways, particularly in the context of immunity and development, we seek to identify novel components and engineer improved stress tolerance and disease resistance in crops, addressing critical issues in agriculture and food security.",RDF10,Natural Sciences,RDF106,Biological Sciences,RDF10609,Plant biology,RDF1060902,Plant cell and molecular biology,Western University,University,London,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Prof.,Thomas,A.,DeFalco,Operating,English,receptor kinases; phosphorylation; kinase substrates; signal tranduction; plant immunity; plant development; peptide signalling; receptor-like cytoplasmic kinases,626875,0.22333001
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-246,GENIUS: A GENerative artificial Intelligence framework to Uncover the neural mechanismS of image memorability,"In today's visually rich world, some images stand out and stick in our minds, a phenomenon called image memorability. My research seeks to understand why certain images are more memorable, identify the brain signals that predict this, and develop AI systems that can enhance image memorability and human memory performance by altering photographs.

By combining advanced AI with cognitive neuroscience, we aim to reveal the brain processes behind image memorability and how these processes can be influenced. This research has practical applications in education, media, and healthcare. Understanding how the brain remembers images can help create better learning tools for students, develop strategies to support people with memory issues like dementia, and improve overall mental health outcomes.

Ontario faces an alarming rise in dementia cases, with a projected 202% increase from 2020 to 2050. By mid-century, Ontario will have the highest number of new cases in Canada, totalling ~2.9 million. This surge highlights the urgent need for advanced research into human memory and innovative solutions to tackle this public health crisis. This research can lead to improved support for individuals with memory impairments, and significant advancements in mental health care, thereby enhancing the quality of life for countless Ontarians. 
?",RDF30,"Medical, health and life sciences",RDF301,Basic medicine and life sciences,RDF30104,"Neurosciences, medical and physiological and health aspects",RDF3010406,"Sensory systems, visual",Western University,University,London,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Dr.,Yalda,null,Mohsenzadeh,Operating,English,"Computational Neuroscience, Artificial Intelligence (AI), Deep Neural Networks, Generative AI, functional Magnetic Resonance Imaging (fMRI), Perception, Vision, Visual Memory",626875,0.22333001
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-247,Virtual navigation tasks and memory consolidation during human intracranial clinical recordings,"Imagine your brain as a network of cities, each responsible for storing different aspects of a memory. During sleep, these cities exchange resources to hold on to the most important memories from the day. In recent work, I found that these ""cities"" do not activate and deactivate at the same time to complete this task; rather, they turn on and off in a complex wave of communication (Muller et al., eLife, 2016). We will collaborate with a team of neurologists and neurosurgeons at London Health Sciences Centre (LHSC) to understand how this wave helps to store memories in coordinated assemblies across the human brain. In collaboration with LHSC, we have developed a new memory task that can be administered during intracranial recordings in the neurosurgery clinic. Using new computational algorithms I have developed, we will map traveling waves in the brain as subjects sleep, after learning a virtual reality (VR) navigation environment. Results from this work will solidify a collaboration between LHSC and Western University as an internationally recognized centre for computational neuroscience and memory research. Both the applications of this research and the HQP trained in this work will directly benefit Ontario's knowledge economy and growing neurotechnology sector.",RDF10,Natural Sciences,RDF106,Biological Sciences,RDF10611,"Neurosciences, biological and chemical aspects",null,null,Western University,University,London,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Prof.,Lyle,Edward,Muller,Operating,English,"Computational neuroscience, sleep, human memory, memory consolidation, algorithms for neural data, data science",626875,0.22333001
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-260,Quantum Photonics in Neuroimaging: Sensing Brain-Generated Light towards Early Detection of Brain Disease,"Mental health disorders affect about one in five Ontarians with rates of new diagnoses rising rapidly each year, necessitating urgent advancements in brain imaging for earlier detection. Dr. Murugan’s research program leverages new findings that suggest brain cells may communicate using light that arises from metabolic reactions, which travel faster than the well-known electrochemical signals, through tissues without direct connections. This research aims to 1) understand how neurons guide light, similar to fiber optic cables, and 2) to use quantum sensors to detect ultra-early, functional changes in brain states using these natural light emissions. Armed with this new knowledge, the long-term goal of this work is to leverage advances in quantum optics to not only understand the fundamentals of neural communication but also develop commercializable quantum sensing technologies that will ultimately improve long-term brain health, and position Ontario as a leader advancing health technology and in quantum innovation.",RDF20-21,Engineering and technology,RDF207,Medical and biomedical engineering,RDF20701,Medical and biomedical engineering,RDF2070103,Biomedical instrumentation (including diagnostics),Wilfrid Laurier University,University,Waterloo,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Dr.,Nirosha,Janani,Murugan,Operating,English,"Quantum sensing, brain imaging, optical communication, ultra-weak photon emission, biophysics, non-invasive, neural waveguides, neurophysiology, non-chemical signaling, photonics",699402,0.200171003
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-263,Understanding disparities and improving outcomes for patients with lobular breast cancer.,"The proposed research aims to better understand why patients with lobular breast cancer have worse survival than patients with ductal breast cancer. Using administrative health care data at ICES Ontario, we will study the impact of social determinants of health, provider and treatment center characteristics, and treatment and practice patterns on survival. The knowledge generated from these population-level data may inform health policy and interventions directed at improving access to breast cancer screening and awareness and education efforts amongst providers treating lobular breast cancer. We will, in parallel, perform a multicenter, pan-Canadian observational cohort study of patients with lobular breast cancer, systematically collecting sociodemographic, tumour, treatment, and outcomes (i.e. survival, recurrence) data. This study will allow us to determine the best treatment strategies (e.g. diagnostic, surgery, systemic) for lobular breast cancer. The knowledge generated from these studies may spur the development of best-practice clinical guidelines for lobular breast cancer. This research program benefits Ontario by improving the health outcomes of patients with lobular breast cancer, by training highly qualified personnel such as research coordinators, graduate students, and post-doctoral research fellows, and positions the PI as an international leader in lobular breast cancer.",RDF30,"Medical, health and life sciences",RDF302,Clinical medicine,RDF30202,Clinical sciences,RDF3020226,Clinical oncology,Women's College Hospital,Research Hospital,Toronto,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Dr.,David,Wai,Lim,Operating,English,"breast cancer, lobular, population health, social determinants of health, survival, treatment, observational cohort study, genomic profiling",7109866,0.019690948
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-272,"Bridging the Gap: Integrating Non-Human Primate Models, AI, and Human Phenotypes to Understand Sensory Processing in Autism","This research aims to uncover the brain mechanisms behind atypical sensory processing in autism spectrum disorder (ASD), addressing how individuals with autism experience the world differently, particularly in visual information processing. Our innovative approach uniquely combines computer models of the brain with precise neural manipulations of monkey brains to simulate and better understand the neural underpinnings of autism-like behaviors, introducing controlled ""noise"" into specific brain regions to test its effects on sensory processing. This work aligns with Ontario's commitment to supporting individuals with autism, as evidenced by the recent $120 million allocation to the Ontario Autism Program. Moreover, our project has significant potential to benefit community organizations serving individuals with ASD, for which the Ontario government has allocated $310 million over three years to address increasing operational costs. Our research will provide these organizations with optimized experimental designs, improved diagnostic tools, and novel intervention strategies, helping them deliver more effective and efficient services. This, in turn, maximizes the impact of the government's investment in community support. By advancing our understanding of autism, we aim to improve the quality of life for Ontarians with autism and their families, while positioning Ontario as a leader in translational autism research.",RDF10,Natural Sciences,RDF106,Biological Sciences,RDF10611,"Neurosciences, biological and chemical aspects",null,null,York University,University,Toronto,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Dr.,Kohitij,null,Kar,Operating,English,"Autism, Neuroscience, Non-human Primates, Artificial Intelligence, Visual Processing, Translational Research, Chemogenetics, Electrophysiology",7109866,0.019690948
Early Researcher Awards,Early Researcher Awards - Round 018,ER24-18-274,Improving the effectiveness and mobilization of wildfire predictive services to enhance community safety,"The aim of this project is to better understand and support the establishment of modernized wildfire predictive services in Ontario. Predictive services (PS) are critical tools that bring together multi-disciplinary experts and specialists to provide essential fire behaviour modelling, fire weather forecasting, and other forms of prediction to support response, resource allocation, and the protection of life, communities, infrastructure, and the environment. While PS are already adopted in many regions highly impacted by wildfire (e.g., British Columbia, Canada; Victoria, Australia), they face many limitations when it comes to effectively supporting operations. Moreover, in Ontario, such a unit does not exist, and these functions are scattered through different silos in Ontario Aviation, Forest Fire, and Emergency Services (AFFES), the provincial agency responsible for managing wildfire. This project is co-designed, co-created, and supported by AFFES based on their need to enhance their implementation of predictive services. This research will explore best practices in overcoming challenges in PS through in-depth case studies of PS units around the world, interviews with key stakeholders in Ontario, and reviews of both academic and grey literature.",RDF40,Agricultural and veterinary sciences,RDF401,"Agriculture, forestry, and fisheries",RDF40104,Forestry sciences,RDF4010403,Forestry Fire Management,York University,University,Toronto,2025-03-20 00:00:00 UTC,2024-25,140000,190000,Dr.,Eric,Brian,Kennedy,Operating,English,Wildland fire; predictive services; forecasting; implementation science; preparedness; mitigation; response; emergency; disaster; government,7109866,0.019690948
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 060 - 2024 - March,40417,A Secure and Privacy-Preserving Edge Caching Framework in Next-Generation Mobile Networks,"The objective is to build a secure, privacy-preserving and trustful edge-caching framework, including privacy-preserving content placement, secure content delivery and trustful content usage schemes, for next-generation mobile networks to prevent severe damage of potential cyber attacks on network access and information service.",RDF20-21,Engineering and technology,RDF203,"Electrical engineering, computer engineering, and information engineering",RDF20302,Communications and networks technologies,RDF2030213,Cybersecurity and privacy technologies,Queen's University,University,Kingston,2025-03-25 00:00:00 UTC,2024-25,125000,323520,Dr.,Jianbing,null,Ni,Capital,English,"Wireless Communication, Mobile Edge Computing, Mobile Edge Caching,Network Security, Privacy Preservation, Trust Management.",192395,0.649705034
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 060 - 2024 - March,41508,Techniques and Tools for the Development and Evolution of Software Systems,The proposed research program will support the evolution of software applications by ensuring these applications are reliable and responsive to the growing user bases and changing requirements. The proposed infrastructure will provide the needed horsepower for Dr. Zou to deliver advanced software engineering research results.,RDF1020399,"Programming languages and software engineering, n.e.c.",RDF1020104,Machine Learning,RDF1020110,Data Mining,null,null,Queen's University,University,Kingston,2025-03-25 00:00:00 UTC,2024-25,200000,500000,Dr.,Ying,null,Zou,Capital,English,"Software Engineering; Software Evolution, Machine Learning, Deep Learning,Mining Software Repositories, Clone Management, Software Analytics,Empirical Studies",192395,1.039528054
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 060 - 2024 - March,44052,Impact of Radiation in Energy and Advanced Technologies,"The proposed basic materials science will be effectively mobilized to application in nuclear-power plant relevant materials, benefitting the operations and maintenance of existing nuclear reactors and providing innovations in next-generation small modular reactor design, elevating reliability and safety of nuclear power, while reducing costs.",RDF10,Natural Sciences,RDF103,Physical Sciences,RDF10305,Condensed matter physics,RDF1030506,Surface and structural properties of condensed matter,Queen's University,University,Kingston,2025-03-25 00:00:00 UTC,2024-25,800000,2248813,Dr.,Yanwen,null,Zhang,Capital,English,"Ion beam materials modification, ion beam analysis, ion-solid interaction, radiation effects in structural alloys, defect physics in semiconductors and ceramics",192395,4.158112217
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 060 - 2024 - March,40671,Catalytic Intensification Laboratory for Energy Innovations,"The proposed research aims to advance technologies for reducing carbon emissions, focusing on enhancing their performance, reliability and affordability. The requested infrastructure will be dedicated to creating innovative catalysts, refining reaction processes and evaluating these advancements against existing technologies.",RDF20-21,Engineering and technology,RDF205,Chemical engineering,RDF20501,Chemical engineering,RDF2050102,Catalytic process engineering,Western University,University,London,2025-03-25 00:00:00 UTC,2024-25,253056,632640,Dr.,Ying,null,Zheng,Capital,English,"Catalysis, Catalyst development, chemical reaction engineering, decarbonization",626875,0.403678564
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 060 - 2024 - March,42098,High-Performance and Safe Next-Generation All-Solid-State Na Batteries: Materials and Interfaces,"This project is aiming to apply advanced atomic layer deposition/molecular layer deposition techniques to improve the interface between battery anode and cathode for next-generation solid-state Na batteries with high energy density, safety and low cost.",RDF20-21,Engineering and technology,RDF211,Nano-technology,RDF21101,Nano-technology,RDF2110107,Nanomaterials,Western University,University,London,2025-03-25 00:00:00 UTC,2024-25,346296,865741,Dr.,Yang,null,Zhao,Capital,English,"Solid-state Batteries, Atomic Layer Deposition, Molecular Layer Deposition, Energy Storage, Interfaces.",626875,0.552416351
Ontario Research Fund - Research Excellence,Canadian Biotechnology Innovation and Commercialization (CBIC)-Round 1,OGI-247,Prostate Cancer Predict: Reducing the need for prostate biopsies by predicting the risks of high grade prostate cancer (HGPrCa) using biomarkers from semen,"Only 20% of men in Canada having prostate biopsies are found to have life threatening prostate cancer.
A novel non-invasive biomarker has been found which reduces the need for biopsies without missing a
significant number of men who have life threatening prostate cancer. This new biomarker reduces the
need for biopsies thus reducing the overall medical complications and health care costs, without
compromising the care for those men who have life threatening prostate cancer.",RDF30,"Medical, health and life sciences",RDF301,Basic medicine and life sciences,RDF30102,Cancer,RDF3010204,Cancer diagnosis,Sinai Health System,Research Hospital,Toronto,2025-03-27 00:00:00 UTC,2024-25,628800,3344829,Dr.,Keith,null,Jarvi,Operating,English,"Prostate cancer, Metabolomics, Seminal plasma, Prostate cancer diagnosis, miRNA",7109866,0.088440485
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 061 - 2024 - November,45097,Upcycling plastic waste using yeast fermentation,"Recycling plastic waste is not sustainable as most still ends up in the environment. In this project, we will use the requested flow cytometer and bench-top bioreactor to explore innovative ways to modify brewer’s yeast to convert plastics into biofuels, rather than recycling them into new plastics.",RDF10,Natural sciences,RDF106,Biological sciences,RDF10602,Cell biology,RDF1060202,Cell metabolism,Carleton University,University,Ottawa,2025-07-17 00:00:00 UTC,2024-25,100000,390618,Dr.,Eugene,null,Fletcher,Capital,English,"Fermentation, metabolic pathways, synthetic biology, plastic waste, bioethanol, sustainability, industry, genomics, biotechnology, microbiology",1291272,0.077443017
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 061 - 2024 - November,45093,Urgent Need for Infrastructure to Support a Synthetic Energetic Materials Laboratory,"This research aims to replace traditional, hazardous energetic materials with eco-friendly alternatives. We will develop photoresponsive energetic materials (PEMs) that use light to trigger reactions, advancing defense technologies and establishing Ontario as a leader in material innovation.",RDF10,Natural Sciences,RDF104,Chemical Sciences,RDF10406,Physical chemistry (including structural),RDF1040612,Chemical applications of crystallography,Carleton University,University,Ottawa,2025-07-17 00:00:00 UTC,2024-25,100000,256641,Dr.,Katherne,M.,Marczenko,Capital,English,"Energetic materials, photomechanical materials, crystalline materials, structure and function",1291272,0.077443017
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 061 - 2024 - November,45317,Student absenteeism and child mental health in the post-pandemic era,"This research will deepen our understanding of school attendance and its links with child mental health and well-being in the wake of Covid-19 in Ontario, and ask how well-being and education can be improved. Stakeholders' experiences will be also be examined to enhance wellness and build resilience among Ontario's children and youth.",RDF50,Social sciences,RDF501,Psychology and cognitive sciences,RDF50101,Educational psychology,,,Carleton University,University,Ottawa,2025-07-17 00:00:00 UTC,2024-25,34014,85035,Dr.,Maria,A.,Rogers,Capital,English,"Chronic absenteeism, child mental health, parents, children, pandemic recovery,education, community engagement, university-community research",1291272,0.026341468
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 061 - 2024 - November,45121,Sonic Arts Participation Lab,"The Sonic Arts Participation Lab is a mobile suite of equipment for inclusive and accessible audiovisual creation and presentation. It supports creative collaboration, documentation, and analysis of music, sound arts and film with equity seeking groups. Through storytelling, the Lab harnesses the potential of creative arts as an agent for social change.",RDF6040502,Sound Creation,RDF6040603,Musicology and ethnomusicology,RDF6040599,"Music, n.e.c.",RDF6040699,"Performing arts, n.e.c.",Carleton University,University,Ottawa,2025-07-17 00:00:00 UTC,2024-25,50581,126704,Dr.,Ellen,null,Waterman,Capital,English,"Community-engagement, research-creation, social change, Deaf and disability arts, accessibility, climate justice, sound and environment, music in Canada, performance, improvisation",1291272,0.039171453
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 061 - 2024 - November,45043,SENSORS FOR MULTI-SCALE LABORATORY EXPERIMENTS ON SOILS,"This research project aims to innovate continuous tailings dam monitoring by integrating state-of-the-art fiberoptic monitoring systems and “Performance-Based Design” methods, an emerging tailings management system framework. The objective is to reduce the incidence of tailings dam failures to zero.",RDF20-21,Engineering and technology,RDF201,"Civil engineering (maritime, transport, & mining engineering)",RDF20101,Civil engineering,RDF2010101,Geotechnical engineering,Carleton University,University,Ottawa,2025-07-17 00:00:00 UTC,2024-25,94837,325505,Dr.,Elena,null,Zabolotnii,Capital,English,"Performance-Based Design, fiberoptic sensors, high-resolution backscatter reflectometer, tailings management, tailings dam failure, slope performance, machine learning applications",1291272,0.073444634
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 061 - 2024 - November,45131,Infrastructure to Support Metabolism and Obesity Research,"Over half of the adults in Ontario are overweight or obese, which increases the risk of cardiovascular disease, fattyliver disease and type 2 diabetes. The research seeks to both prevent and treat obesity and related diseases by developing new ways to increase calorie burning.",RDF30,"Medical, health and life sciences",RDF301,Basic medicine and life sciences,RDF3019999,Other basic medicine and life sciences,,,McMaster University,University,Hamilton,2025-07-17 00:00:00 UTC,2024-25,796248,1990620,Dr.,Gregory,R.,Steinberg,Capital,English,"Obesity, Typ 2 Diabetes, Insulin Resistance, Metabolism, Biochemistry, Metaboic Dysfuntion Associated Steatohepatitis (NASH), Energy Expenditure, Brown Adipose Tissue, Skeletal Muscle, Endocrinology.",862679,0.922994532
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 061 - 2024 - November,45270,The Integrated AI-Driven Antibiotic Discovery Platform,The antibiotic resistance crisis is a global threat to public health. We must invent new methods that improve the efficiency of antibiotic discovery in the context of both time and cost. This research will leverage leading-edge AI to discover and design novel antibiotics to treat the world’s most burdensome pathogens.,RDF30,"Medical, health, and life sciences",RDF301,Basic medicine and life sciences,RDF30103,Medical microbiology,RDF3010305,Antimicrobial resistance,McMaster University,University,Hamilton,2025-07-17 00:00:00 UTC,2024-25,205048,629012,Dr.,Jonathan,null,Stokes,Capital,English,"Artificial intelligence, machine learning, drug discovery, drug design, microbiology, antibiotics, antibiotic resistance.",862679,0.237687483
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 061 - 2024 - November,44243,Global Health Equity,"Dr. Lisa Butler will establish a world-class lab called “The Global Health Equity Collaboratory”, dedicated to advancing transdisciplinary research in health equity and population health. Key project elements include fostering collaborative partnerships, developing innovative health interventions and promoting equitable health outcomes.",RDF30,"Medical, health and life sciences",RDF303,Health sciences,RDF30302,Public and population health,RDF3030217,Global health,Queen's University,University,Kingston,2025-07-17 00:00:00 UTC,2024-25,30000,77431,Dr.,Lisa,null,Butler,Capital,English,"Clinical decision tool, HIV prevention, HIV treatment, climate-adaptive, maternal-child health, mixed methods, co-design, animation, photography, storytelling",192395,0.155929208
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 061 - 2024 - November,45071,Advanced Fault Detection for Software-Controlled Aerospace and Automotive Systems,This project will develop new methods to detect and mitigate disastrous errors in safety-critical automotive and aerospace software.  We will develop cutting-edge techniques to learn mathematical models of running systems and use those models to automatically circumvent dangerous behaviour.,RDF10,Natural sciences,RDF102,Computer and information sciences,RDF10202,Theoretical computer science and computational mathematics,RDF1020299,"Other theoretical computer science and computational mathematics, n.e.c.",Queen's University,University,Kingston,2025-07-17 00:00:00 UTC,2024-25,90000,291294,Dr.,Sean,M.,Kauffman,Capital,English,"Model learning, automata mining, runtime verification, anomaly detection, monitoring",192395,0.467787624
